duplicate_group_id,duplicate_type,class_name,file_path,hash,perceptual_hash,perceptual_distance,paired_file_path,paired_class_name
NEAR-0001,near,Artificial_fur,Artificial_fur/540/im_4.png,3d4e196d8227f946f5cc426d78a4ccc9dfe0f31a42dd9bc0354741fad403c38f,0782327b2c33b579,6,Artificial_fur/540/im_1.png,Artificial_fur
NEAR-0001,near,Artificial_fur,Artificial_fur/540/im_1.png,3687da306bbae2c552912b79e0d15815df4ae42f01bf48beefa20caadaec1431,0780247b3e33b579,6,Artificial_fur/540/im_4.png,Artificial_fur
NEAR-0002,near,Blended,Blended/1096/im_2.png,ee426399d9750287416f4d56a401c4b1eaf37083fc91992c5f6cb3a076740b05,505b4a6b297d04fc,2,Blended/1096/im_1.png,Blended
NEAR-0002,near,Blended,Blended/1096/im_1.png,a06a6521839e08538f647937f21824ba8f3e3d503fe104c2459589788373fea3,505b4a6b297504fe,2,Blended/1096/im_2.png,Blended
NEAR-0003,near,Blended,Blended/117/im_2.png,5aed9f0133454ea5bd3ac5cc6762b64a3b4c0f81673fa3b67c288e9cf42ae0ed,1287072d94cf5cf4,6,Blended/117/im_1.png,Blended
NEAR-0003,near,Blended,Blended/117/im_1.png,cf523485616c47ba33998ed3f800a21e6338eddf62426ce8fdf6670e2d696cb7,1303272d94cf58f6,6,Blended/117/im_2.png,Blended
NEAR-0004,near,Blended,Blended/117/im_3.png,29d00cbb8787c18f69062ce31e021fa3ba611033528d6daa102f9f21649627ec,5216072d9cce5cf4,6,Blended/117/im_2.png,Blended
NEAR-0004,near,Blended,Blended/117/im_2.png,5aed9f0133454ea5bd3ac5cc6762b64a3b4c0f81673fa3b67c288e9cf42ae0ed,1287072d94cf5cf4,6,Blended/117/im_3.png,Blended
NEAR-0005,near,Blended,Blended/117/im_4.png,dee1e51b0efce98b66b94f0553081b85f63c142994ca9b43b8c9813189872ba6,1216072d9cce5ef2,4,Blended/117/im_3.png,Blended
NEAR-0005,near,Blended,Blended/117/im_3.png,29d00cbb8787c18f69062ce31e021fa3ba611033528d6daa102f9f21649627ec,5216072d9cce5cf4,4,Blended/117/im_4.png,Blended
NEAR-0006,near,Blended,Blended/1534/im_2.png,f33684a67b766f28ddcc959e79884cd395218cf1badcc8233fe3ed96dad5519e,043a0d31a1bf7e36,6,Blended/1534/im_1.png,Blended
NEAR-0006,near,Blended,Blended/1534/im_1.png,cca65601cec4c7fb55661e6da4777ddec7764ebea5e1606328637d31d962e666,04bb0d3120ff7e34,6,Blended/1534/im_2.png,Blended
NEAR-0007,near,Blended,Blended/1544/im_4.png,02b6b41c15edde6878832ca3b16d81a0c1276833a2be5765d431479c1d816a76,080e7c3002f3ef7d,6,Blended/1544/im_1.png,Blended
NEAR-0007,near,Blended,Blended/1544/im_1.png,e0a4083eb98607ce1b51744b2e639d640abcbeecb3fc1acdcdfe6c03f7979f57,104e7c3042f3677d,6,Blended/1544/im_4.png,Blended
NEAR-0008,near,Blended,Blended/1599/im_2.png,42ddc05375bee3824f2e41ba143c3cd398de732520a5e49c9c93a0c500e7e628,13bc21723c28aeeb,4,Blended/1599/im_1.png,Blended
NEAR-0008,near,Blended,Blended/1599/im_1.png,849562b2270b1b541eab320623a7e29ba1c27e082353e786763635b1e558a9e1,13b425523c28afeb,4,Blended/1599/im_2.png,Blended
NEAR-0009,near,Blended,Blended/1675/im_4.png,e5882aeb9ad37ebd8d5cc6d9c9b667e40e452a2ee48a922a855f4f80dff24e71,144e593958f14f55,6,Blended/1675/im_1.png,Blended
NEAR-0009,near,Blended,Blended/1675/im_1.png,4bfc7b16ff3cfd138e9c97cd6beaaddd8cbad08cbbcbce640feb3c005e069ee9,15cc193958f16755,6,Blended/1675/im_4.png,Blended
NEAR-0010,near,Blended,Blended/1893/im_2.png,12b11ce1182ba45ba3fe3cfcc303cf36bd50f86d0f03eaa5cbf5476e91e589a6,0fd06b368562b55a,4,Blended/1893/im_1.png,Blended
NEAR-0010,near,Blended,Blended/1893/im_1.png,1a7e8ef46240081ac2833cd4c3e7134477e33b27690b6ebc1f0e3303b7e86e1c,0fd06f34816ab55a,4,Blended/1893/im_2.png,Blended
NEAR-0011,near,Blended,Blended/1893/im_3.png,516f8f30aaa271b3806e811d3b8b01a1345916552b2d1fc39bc01df750dd7049,4fc07f168562b51a,6,Blended/1893/im_2.png,Blended
NEAR-0011,near,Blended,Blended/1893/im_2.png,12b11ce1182ba45ba3fe3cfcc303cf36bd50f86d0f03eaa5cbf5476e91e589a6,0fd06b368562b55a,6,Blended/1893/im_3.png,Blended
NEAR-0012,near,Blended,Blended/1893/im_4.png,ee1bf8c5ffb642412b956d676f2b2dce110e5f35f1af8b56da9ecf709eb37e67,2fd06f148562b55a,6,Blended/1893/im_3.png,Blended
NEAR-0012,near,Blended,Blended/1893/im_3.png,516f8f30aaa271b3806e811d3b8b01a1345916552b2d1fc39bc01df750dd7049,4fc07f168562b51a,6,Blended/1893/im_4.png,Blended
NEAR-0013,near,Blended,Blended/1893/im_4.png,ee1bf8c5ffb642412b956d676f2b2dce110e5f35f1af8b56da9ecf709eb37e67,2fd06f148562b55a,4,Blended/1893/im_1.png,Blended
NEAR-0013,near,Blended,Blended/1893/im_1.png,1a7e8ef46240081ac2833cd4c3e7134477e33b27690b6ebc1f0e3303b7e86e1c,0fd06f34816ab55a,4,Blended/1893/im_4.png,Blended
NEAR-0014,near,Blended,Blended/1893/im_4.png,ee1bf8c5ffb642412b956d676f2b2dce110e5f35f1af8b56da9ecf709eb37e67,2fd06f148562b55a,4,Blended/1893/im_2.png,Blended
NEAR-0014,near,Blended,Blended/1893/im_2.png,12b11ce1182ba45ba3fe3cfcc303cf36bd50f86d0f03eaa5cbf5476e91e589a6,0fd06b368562b55a,4,Blended/1893/im_4.png,Blended
NEAR-0015,near,Blended,Blended/350/im_2.png,217d4044ad7f71ce9fba73b20452895551185ccfdb9ffc1a2ddbe356f51bbd71,11980d1d76f317ac,6,Blended/350/im_1.png,Blended
NEAR-0015,near,Blended,Blended/350/im_1.png,c47195400a0b8fb789c33003edbcfb1c0341064220f4a094a1350bcb034d8aa4,11982d5d66e917ac,6,Blended/350/im_2.png,Blended
NEAR-0016,near,Blended,Blended/472/im_2.png,ae165f3d57e293341180d547a8537e3fae485016525fd47e1cb7a2b29f188496,03c86cf03e50cd7e,6,Blended/472/im_1.png,Blended
NEAR-0016,near,Blended,Blended/472/im_1.png,a0827c3a67cb25c2dd305e030ba10fb6710891e84f61869a78af4e109230331c,02c868713f51cd7e,6,Blended/472/im_2.png,Blended
NEAR-0017,near,Blended,Blended/558/im_4.png,b0ee65e049c5d3211add1afbbaca959d65d543f4089dc1ba13470da63132b4fa,347062f5de98a178,4,Blended/558/im_1.png,Blended
NEAR-0017,near,Blended,Blended/558/im_1.png,130c038df98a7506c224ebff1e1df9e3ba12f8bc127aa320fdefda73a1998408,347272f5da98a170,4,Blended/558/im_4.png,Blended
NEAR-0018,near,Blended,Blended/881/im_2.png,56d0550b0910b92555cf66048817995f2f858ff66eb321b126c88f96c2a8da0f,40c5af2f64c4963e,4,Blended/881/im_1.png,Blended
NEAR-0018,near,Blended,Blended/881/im_1.png,21941e03aab6552369cdcbdd899bed78c52f1f933b1a7e5cdbe1fed65709acb4,418daf2f64c49636,4,Blended/881/im_2.png,Blended
NEAR-0019,near,Blended,Blended/882/im_2.png,6af6062241c8dbb33f8ec01d3c13484642f4f8ec91d0b519b311a720c798ac08,6205b8e30e38efe2,2,Blended/882/im_1.png,Blended
NEAR-0019,near,Blended,Blended/882/im_1.png,7c9574bfea99d254953926aacd19d5146cdcac204bc52d9af13cb6c2a62a9c4c,6207b8e30e18efe2,2,Blended/882/im_2.png,Blended
